,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
5290,1,53,0,2,3,2,4,0,41,1,2,2252.0
5291,1,39,0,2,5,2,4,0,36,2,3,2370.0
5292,1,56,0,4,3,2,1,0,44,2,2,2610.0
5293,1,52,0,4,6,1,4,0,41,3,3,2294.0
5294,1,51,0,2,2,0,5,0,36,3,4,5062.0
5295,1,43,0,3,6,1,4,0,30,2,2,2415.0
5296,1,51,0,1,3,2,4,0,45,3,3,2918.0
5297,1,53,0,2,2,2,4,0,36,1,4,2708.0
5298,1,54,0,3,3,1,4,0,36,1,4,3666.0
5299,1,36,0,4,3,1,1,0,30,3,1,1438.3
5300,0,53,0,0,3,1,4,0,41,3,4,1438.3
5301,0,39,0,3,5,0,5,0,36,3,3,2809.0
5302,1,46,1,3,2,1,3,0,31,2,4,26303.0
5303,1,56,1,2,2,2,3,0,46,2,3,15982.0
5304,1,40,0,4,2,1,5,0,25,2,1,25060.0
5305,1,42,0,3,3,2,1,0,29,3,2,1545.0
5306,1,43,0,5,2,2,4,0,38,2,2,1438.3
5307,1,43,1,1,4,3,2,0,37,3,4,4112.0
5308,1,47,0,3,2,1,4,0,27,3,0,1451.0
5309,1,49,0,4,2,2,5,0,42,3,2,16424.0
5310,1,48,0,4,5,1,4,0,41,3,4,2340.0
5311,1,47,0,4,2,1,4,0,34,3,4,1926.0
5312,0,48,1,3,4,1,1,0,36,2,4,2954.0
5313,0,36,0,2,3,1,1,0,36,3,2,1848.0
5314,1,47,0,3,6,1,5,0,38,1,4,1634.0
5315,1,49,0,3,5,2,4,0,36,1,4,4328.0
5316,1,51,0,3,3,1,4,0,32,3,3,2943.0
5317,1,54,0,2,6,1,4,0,46,3,3,2611.0
5318,1,43,0,4,2,2,4,0,37,1,3,2419.0
5319,1,49,0,1,2,1,1,0,38,2,2,5481.0
5320,1,40,0,4,6,2,4,0,25,1,1,2129.0
5321,1,40,1,3,6,1,2,0,27,2,4,9026.0
5322,1,48,1,2,6,3,1,0,43,2,2,1761.0
5323,0,60,1,1,5,1,4,0,36,3,4,3316.0
5324,0,50,0,1,1,2,5,0,46,4,3,1970.0
5325,1,46,0,4,3,1,4,0,41,3,1,1438.3
5326,1,35,0,3,5,1,5,0,29,3,1,2278.0
5327,1,65,1,1,6,2,1,0,56,2,4,13364.0
5328,1,52,1,3,2,2,2,0,36,2,2,2801.0
5329,1,44,1,2,2,2,5,0,36,3,1,28292.0
5330,1,35,0,4,0,1,4,0,31,3,4,2933.0
5331,1,45,1,3,2,1,3,0,36,3,2,21630.0
5332,1,56,0,1,6,1,4,0,45,1,2,3132.0
5333,1,50,0,1,3,1,1,0,43,3,4,2961.0
5334,0,52,0,3,2,1,5,0,39,3,2,4173.0
5335,1,37,0,1,3,2,5,0,28,3,2,2458.0
5336,1,44,1,2,0,1,2,0,36,3,4,12229.0
5337,1,35,0,3,2,1,4,0,21,1,1,2272.0
5338,1,42,1,4,5,1,0,0,37,2,4,6953.0
5339,1,48,0,4,0,1,1,0,37,6,2,1792.0
5340,1,47,0,4,1,2,4,0,36,2,2,2765.0
5341,0,43,0,4,6,1,4,0,29,2,3,2895.0
5342,1,39,0,1,5,2,4,0,34,1,4,6904.0
5343,0,39,1,2,3,1,1,0,30,3,3,2220.0
5344,1,48,0,3,3,1,4,0,34,2,2,1495.0
5345,1,42,0,5,6,1,4,0,37,2,3,2541.0
5346,1,34,0,3,2,2,5,0,19,1,2,7531.0
5347,1,47,0,4,4,3,5,0,29,2,1,8644.0
5348,1,43,0,4,0,2,1,0,36,3,1,1531.0
5349,1,50,0,2,2,1,4,0,32,3,4,2884.0
5350,0,55,0,2,6,2,5,0,36,3,2,10241.0
5351,1,50,0,1,4,2,1,0,38,1,4,4182.0
5352,0,44,0,1,2,2,4,0,25,2,4,3101.0
5353,1,54,0,3,5,2,4,0,36,4,2,4542.0
5354,1,40,0,3,0,2,4,0,22,2,4,3372.0
5355,1,40,1,2,2,0,2,0,36,1,2,3099.0
5356,1,41,0,3,3,0,5,0,31,1,2,2416.0
5357,1,52,0,2,5,1,4,0,48,2,4,5299.0
5358,1,41,0,4,2,2,4,0,35,1,4,2138.0
5359,0,47,0,1,6,1,4,0,35,2,4,1850.0
5360,1,53,0,1,0,3,1,0,35,3,3,3585.0
5361,1,48,0,4,5,1,1,0,32,1,3,2690.0
5362,1,62,1,0,2,3,3,0,56,3,2,29100.0
5363,0,59,1,2,5,2,1,0,53,5,4,2699.0
5364,1,41,1,3,3,1,3,0,35,2,1,8376.0
5365,1,50,1,3,6,2,1,0,39,3,1,13509.0
5366,1,38,0,3,2,1,4,0,36,2,4,2396.0
5367,1,50,1,1,1,1,3,0,36,3,3,18964.0
5368,1,40,0,5,2,1,4,0,30,2,2,2114.0
5369,1,39,0,4,5,2,4,0,36,3,4,1623.0
5370,1,40,0,1,3,0,4,0,30,2,1,2579.0
5371,0,41,1,4,2,2,2,0,34,2,4,5045.0
5372,0,35,0,0,2,1,4,0,36,3,4,2089.0
5373,1,48,0,5,5,1,1,0,43,1,3,2866.0
5374,1,49,1,4,6,1,3,0,38,6,3,9738.0
5375,1,55,1,2,1,1,2,0,36,1,1,4370.0
5376,1,58,1,3,6,2,3,0,36,2,3,3355.0
5377,1,43,0,2,3,2,1,0,38,2,2,5070.0
5378,1,35,0,2,2,1,4,0,36,2,0,2572.0
5379,1,40,0,3,2,2,4,0,31,2,3,2016.0
5380,0,55,0,1,2,3,4,0,36,2,2,3552.0
5381,0,43,0,3,6,2,4,0,36,3,3,2325.0
5382,1,46,0,4,3,3,4,0,37,1,4,2533.0
5383,1,48,0,3,3,2,1,0,36,3,2,3871.0
5384,0,32,0,0,2,2,4,0,20,1,5,3983.0
5385,1,61,0,0,2,1,5,0,36,2,3,2035.0
5386,1,53,0,1,5,2,4,0,39,3,4,1773.0
5387,1,42,0,3,5,0,4,0,28,2,4,2029.0
5388,0,45,1,2,3,2,0,0,33,3,2,15490.0
5389,1,56,0,2,5,2,1,0,48,2,2,2941.0
5390,1,42,0,4,2,3,4,0,32,1,2,2314.0
5391,0,40,0,4,5,2,4,0,24,2,1,4212.0
5392,1,57,1,2,2,1,3,0,36,3,3,6248.0
5393,1,40,1,2,3,0,1,0,35,1,1,2430.0
5394,1,48,1,4,6,2,3,0,38,2,3,5543.0
5395,1,42,0,3,2,1,1,0,37,3,2,2470.0
5396,1,49,0,4,1,2,1,0,39,3,1,3255.0
5397,0,44,0,4,6,1,1,0,31,3,5,1691.0
5398,0,43,1,4,1,3,2,0,28,2,4,18229.0
5399,1,48,0,3,5,2,5,0,40,4,4,2827.0
5400,1,43,0,2,2,0,4,0,30,2,4,2351.0
5401,1,45,0,2,2,1,4,0,36,1,3,4202.0
5402,1,40,0,1,3,1,4,0,36,3,2,4712.0
5403,1,53,1,3,5,2,3,0,36,3,1,2611.0
5404,1,38,0,2,6,2,4,0,28,2,1,3206.0
5405,1,39,0,2,3,2,4,0,36,2,3,5245.0
5406,1,39,1,3,3,1,2,0,27,2,1,2583.0
5407,1,59,0,0,2,3,5,0,55,3,3,1438.3
5408,1,40,1,3,4,1,0,0,36,2,4,7464.0
5409,1,54,0,3,2,1,5,0,36,1,2,4928.0
5410,1,46,0,3,2,0,4,0,34,2,4,9863.0
5411,1,44,0,3,0,3,4,0,39,1,3,5024.0
5412,1,44,0,3,5,2,4,0,38,1,3,1438.3
5413,0,44,0,4,2,1,1,0,36,3,3,1452.0
5414,1,50,0,5,5,1,5,0,34,5,2,3317.0
5415,0,39,0,2,2,2,4,0,27,3,3,1438.3
5416,1,37,0,2,3,2,4,0,22,2,4,2448.0
5417,1,49,0,3,6,2,4,0,44,2,4,1546.0
5418,0,36,0,3,2,2,1,0,22,3,1,2013.0
5419,1,53,0,3,5,1,1,0,42,1,2,2293.0
5420,1,52,1,3,5,2,2,0,40,1,1,1438.3
5421,0,53,0,3,6,1,4,0,36,3,3,2819.0
5422,1,37,1,4,1,2,2,0,31,3,0,1702.0
5423,1,52,0,1,6,1,1,0,45,1,1,1611.0
5424,1,49,0,2,6,1,1,0,35,1,1,1438.3
5425,1,39,0,4,6,2,4,0,29,3,0,2863.0
5426,1,39,0,1,5,1,1,0,36,1,4,3272.0
5427,1,42,0,2,6,2,4,0,36,1,4,2677.0
5428,1,40,0,2,5,1,4,0,26,2,1,2708.0
5429,1,41,0,3,1,2,4,0,31,2,1,1738.0
5430,1,46,0,2,5,3,1,0,35,2,1,6145.0
5431,1,45,0,2,3,1,4,0,36,1,3,1640.0
5432,1,38,0,3,2,2,5,0,21,1,3,2348.0
5433,1,53,0,3,6,1,4,0,48,1,2,1657.0
5434,1,37,0,3,2,1,5,0,30,3,3,4554.0
5435,1,52,1,3,0,3,0,0,47,6,3,5119.0
5436,1,39,0,2,0,2,5,0,35,2,2,10600.0
5437,0,49,1,3,4,3,3,0,39,3,4,20769.0
5438,1,50,1,1,5,1,0,0,23,2,1,7116.0
5439,1,51,0,3,2,2,5,0,45,3,4,2420.0
5440,1,54,0,1,3,2,4,0,43,2,4,2082.0
5441,1,44,0,4,1,3,4,0,34,2,2,2718.0
5442,1,50,1,2,3,2,2,0,46,2,4,5626.0
5443,0,49,0,5,2,0,1,0,40,4,2,2920.0
5444,0,59,1,0,4,1,3,0,46,4,2,6526.0
5445,0,37,0,1,3,2,1,0,27,2,2,1793.0
5446,1,47,0,3,6,2,4,0,36,1,4,2798.0
5447,1,52,0,2,3,0,4,0,32,3,4,2427.0
5448,1,55,0,2,5,1,1,0,48,1,1,3011.0
5449,1,41,0,3,0,1,5,0,35,2,4,2255.0
5450,0,40,0,2,3,2,5,0,30,3,4,6479.0
5451,1,41,0,4,2,0,4,0,37,1,4,7492.0
5452,1,48,0,2,6,1,4,0,41,1,3,3632.0
5453,1,38,0,2,3,2,4,0,28,1,3,1744.0
5454,1,52,0,2,2,1,5,0,36,3,1,5905.0
5455,1,37,0,2,2,2,1,0,24,1,4,2573.0
5456,1,45,1,0,6,1,3,0,37,3,2,9654.0
5457,1,41,1,4,2,3,1,0,24,2,2,1605.0
5458,0,49,0,4,6,2,4,3,37,2,2,10195.0
5459,1,49,1,3,0,2,2,1,36,3,1,34516.0
5460,0,43,1,4,2,2,2,0,34,3,3,10573.0
5461,1,47,0,2,0,2,4,0,40,3,3,1789.0
5462,1,26,0,0,6,2,5,0,36,3,2,7595.0
5463,1,51,1,3,0,2,1,0,45,3,0,3272.0
5464,1,33,0,0,2,2,4,0,26,1,3,2382.0
5465,1,52,1,2,4,1,3,0,36,4,1,1981.0
5466,1,51,1,2,4,2,0,0,45,2,2,22294.0
5467,1,49,0,4,3,1,4,0,43,3,4,2574.0
5468,1,30,0,0,3,2,4,0,20,3,4,2112.0
5469,1,65,0,0,6,2,4,0,56,2,2,5441.0
5470,1,43,0,3,6,1,1,0,32,2,4,4391.0
5471,1,42,0,5,0,2,4,0,28,3,2,3044.0
5472,1,57,1,1,3,1,1,0,45,3,2,2721.0
5473,1,62,0,0,6,2,1,0,56,1,2,4467.0
5474,1,48,1,4,0,2,3,0,31,1,3,5033.0
5475,1,61,0,1,3,3,4,0,50,1,2,8604.0
5476,1,43,0,2,3,2,4,0,36,3,2,2325.0
5477,1,60,0,0,1,2,4,0,42,3,3,2758.0
5478,1,45,1,1,2,1,3,0,34,2,2,9705.0
5479,1,41,0,0,3,1,4,0,31,2,4,2685.0
5480,1,60,0,2,0,2,4,0,54,3,2,2694.0
5481,0,40,0,4,3,2,1,0,29,2,3,1554.0
5482,1,63,0,0,6,2,4,0,48,2,1,1438.3
5483,1,42,0,4,6,2,1,0,35,3,3,1786.0
5484,1,48,1,3,4,0,2,0,36,3,4,2648.0
5485,1,44,1,3,2,2,1,0,33,2,2,2477.0
5486,1,51,0,1,1,1,5,0,45,2,1,7336.0
5487,1,42,1,3,3,2,3,3,32,3,3,34516.0
5488,1,46,0,4,5,1,4,0,30,3,1,2479.0
5489,1,42,0,4,2,2,5,0,36,3,3,9396.0
5490,1,44,0,2,2,3,4,0,34,2,2,2561.0
5491,0,43,0,2,0,1,4,0,36,2,3,4020.0
5492,1,43,1,3,6,1,2,3,30,3,4,25856.0
5493,1,50,0,2,2,2,4,0,38,4,2,7398.0
5494,1,51,1,3,3,2,3,3,38,3,4,34516.0
5495,1,52,0,1,5,2,5,0,47,1,3,4058.0
5496,1,51,0,2,0,1,4,0,25,3,3,3042.0
5497,1,60,0,1,3,2,4,0,36,2,2,2688.0
5498,0,38,0,2,6,1,5,0,33,3,3,3388.0
5499,1,43,0,4,3,2,1,0,36,3,2,4902.0
5500,1,45,0,4,6,1,5,0,37,2,1,3241.0
5501,1,48,0,2,1,1,1,0,34,1,4,5069.0
5502,1,43,1,3,6,0,3,0,36,2,3,13625.0
5503,0,46,1,1,4,2,2,0,32,2,3,8766.0
5504,1,50,1,1,0,2,1,0,41,1,1,2800.0
5505,1,34,0,4,5,2,5,0,21,3,2,9005.0
5506,1,56,1,2,3,1,2,0,36,3,1,2713.0
5507,0,53,0,5,1,2,4,0,38,2,3,1438.3
5508,1,47,0,4,3,2,1,0,39,1,0,1746.0
5509,1,49,1,3,5,2,3,0,41,3,4,2930.0
5510,1,47,0,4,2,1,4,0,36,1,4,2178.0
5511,1,35,0,1,3,1,5,0,23,3,1,1438.3
5512,1,42,0,4,4,1,4,0,34,3,2,2021.0
5513,0,52,0,1,2,2,4,0,47,3,4,1842.0
5514,1,49,1,3,2,2,0,0,29,2,2,18284.0
5515,1,41,1,2,5,1,3,1,33,3,2,34516.0
5516,1,42,0,2,6,2,4,0,36,3,4,1696.0
5517,1,52,1,2,2,3,2,0,40,1,3,7215.0
5518,1,52,0,0,2,1,4,0,37,1,2,1793.0
5519,1,52,0,2,3,1,1,0,44,3,1,5731.0
5520,0,44,0,2,2,1,4,0,33,2,2,2417.0
5521,1,48,0,3,0,2,1,0,37,3,1,1438.3
5522,1,51,1,2,5,2,2,0,40,2,2,21800.0
5523,0,53,0,3,3,1,4,0,41,3,2,1547.0
5524,1,46,0,4,2,1,4,0,38,3,2,1485.0
5525,1,44,1,2,2,1,1,0,38,1,3,2505.0
5526,1,49,0,4,2,3,1,0,35,3,2,2631.0
5527,0,48,0,4,2,3,4,0,36,2,2,2700.0
5528,1,48,1,4,0,2,2,0,30,2,2,3307.0
5529,1,38,0,3,2,0,5,0,33,2,3,29638.0
5530,0,34,0,1,4,2,4,0,26,2,5,2066.0
5531,1,46,0,4,6,2,4,0,26,1,3,1859.0
5532,1,45,1,2,2,2,2,0,34,1,1,13362.0
5533,1,33,0,2,2,2,4,0,17,3,4,2431.0
5534,1,43,0,4,3,0,1,0,34,1,1,6034.0
5535,1,61,0,0,6,1,4,0,55,2,3,2194.0
5536,1,47,0,3,3,2,1,0,34,1,3,1963.0
5537,0,41,0,4,0,3,5,0,22,2,3,1438.3
5538,1,45,0,3,5,1,4,0,40,1,3,2922.0
5539,1,50,1,4,0,2,1,0,45,3,1,6943.0
5540,0,57,1,2,2,2,0,0,44,3,4,34516.0
5541,0,45,0,3,0,2,5,0,33,3,4,4345.0
5542,0,50,0,3,2,0,4,0,40,4,4,4248.0
5543,1,51,0,1,1,1,4,0,42,2,2,1438.3
5544,1,53,0,3,5,0,4,0,43,1,2,2383.0
5545,1,55,0,1,2,1,4,0,45,2,3,1677.0
5546,1,40,0,1,3,1,5,0,33,2,2,2392.0
5547,0,52,0,3,0,1,4,0,40,2,3,3474.0
5548,1,48,1,4,6,1,2,0,43,3,3,8737.0
5549,0,44,0,1,6,2,5,0,36,3,3,3517.0
5550,1,60,0,1,2,2,5,0,55,3,3,13397.0
5551,1,65,0,0,6,2,4,0,55,2,1,6352.0
5552,1,46,0,5,3,2,4,0,36,3,3,1787.0
5553,0,62,1,0,3,2,2,0,51,2,4,18734.0
5554,1,47,0,2,0,1,4,0,36,3,3,1438.3
5555,1,50,1,2,4,0,1,0,43,2,4,3525.0
5556,1,43,1,4,1,3,2,0,33,3,4,2067.0
5557,1,45,0,4,6,1,4,0,36,1,4,2051.0
5558,1,46,1,3,0,2,0,0,30,1,2,27378.0
5559,0,38,0,2,1,1,4,0,28,2,4,1614.0
5560,1,49,1,3,0,2,4,0,38,3,1,7862.0
5561,1,47,1,3,0,1,2,0,36,1,3,4284.0
5562,0,47,0,3,6,1,4,0,37,2,2,1438.3
5563,1,55,0,2,5,0,4,0,49,2,1,1438.3
5564,1,62,1,1,2,2,2,0,49,3,2,21805.0
5565,1,55,1,2,5,2,2,0,36,1,4,4712.0
5566,0,33,1,2,6,1,2,0,28,2,4,1698.0
5567,1,41,0,5,5,2,1,0,26,3,4,2264.0
5568,1,54,0,1,6,1,4,0,39,2,4,2720.0
5569,1,55,1,3,4,3,0,0,40,1,4,15631.0
5570,1,43,0,3,6,2,1,0,36,2,4,2594.0
5571,0,52,1,3,2,1,3,0,46,2,3,15011.0
5572,1,47,0,4,6,2,4,0,39,3,4,1548.0
5573,1,52,0,3,6,2,4,0,46,3,3,2700.0
5574,1,45,0,4,3,1,1,0,35,1,0,2919.0
5575,1,50,0,4,6,2,5,0,44,1,1,10721.0
5576,1,44,1,3,2,2,1,0,29,1,4,6125.0
5577,1,42,0,2,6,1,4,0,29,3,4,3200.0
5578,1,53,0,3,4,0,5,0,48,2,2,12286.0
5579,1,51,1,2,0,1,3,0,45,3,1,21543.0
5580,1,52,1,3,0,1,0,0,47,2,4,6355.0
5581,1,52,0,2,3,1,4,0,41,2,2,5616.0
5582,1,50,0,1,6,1,1,0,40,2,2,2661.0
5583,1,38,1,1,0,1,2,0,36,1,2,2836.0
5584,1,50,0,2,3,1,1,0,45,3,3,1438.3
5585,1,51,0,2,1,2,5,0,45,3,1,2109.0
5586,1,48,1,2,2,2,2,0,40,5,4,14951.0
5587,1,47,1,3,6,1,2,0,36,3,2,1591.0
5588,0,51,0,2,1,0,5,0,40,3,4,8930.0
5589,1,36,0,1,5,2,5,0,36,3,1,4685.0
5590,1,45,0,5,4,1,5,0,29,3,1,2555.0
5591,1,53,0,1,2,2,4,0,43,3,2,2172.0
5592,0,54,0,1,5,1,5,0,50,0,3,2912.0
5593,1,53,0,3,2,1,4,0,35,3,1,3390.0
5594,1,47,0,4,1,2,4,0,36,3,2,2193.0
5595,1,51,0,2,2,1,5,0,36,3,3,17412.0
5596,1,40,0,4,0,2,4,0,20,3,2,2801.0
5597,1,43,1,3,4,2,2,0,31,2,1,11186.0
5598,1,50,0,1,2,2,4,0,39,5,2,2434.0
5599,0,53,0,3,1,2,5,0,43,3,2,1790.0
5600,1,59,0,1,3,2,4,0,53,3,3,2716.0
5601,1,49,0,0,6,2,5,0,43,3,3,2874.0
5602,0,47,0,1,2,1,1,0,35,3,5,1438.3
5603,1,56,1,2,2,2,2,0,36,2,2,18776.0
5604,1,48,0,1,6,1,5,0,41,2,2,1438.3
5605,0,55,1,0,3,0,3,0,44,3,3,19793.0
5606,1,34,0,4,2,2,1,0,28,2,3,2472.0
5607,1,58,0,2,3,1,5,0,50,2,3,12362.0
5608,1,39,0,2,0,1,1,0,29,3,2,1438.3
5609,1,47,0,4,2,1,4,0,37,3,3,3189.0
5610,1,47,0,2,5,2,4,0,41,2,2,2092.0
5611,1,37,0,2,3,1,1,0,26,2,3,2946.0
5612,1,41,0,4,5,3,1,0,29,3,2,2430.0
5613,1,50,0,1,2,1,4,0,36,1,2,4143.0
5614,0,46,0,1,0,3,5,0,35,3,3,2197.0
5615,1,53,0,2,5,2,5,0,36,2,3,9314.0
5616,0,53,0,4,1,1,4,0,37,2,2,3719.0
5617,0,59,0,0,6,1,5,0,49,2,4,6996.0
5618,0,63,1,0,1,2,5,0,47,4,3,7306.0
5619,0,41,0,1,1,0,4,0,30,3,1,2029.0
5620,0,51,0,1,2,1,4,3,45,3,3,13199.0
5621,1,38,0,2,2,1,4,0,29,1,1,3304.0
5622,1,40,0,3,1,1,4,0,30,3,2,3125.0
5623,1,51,0,2,1,2,4,0,40,3,3,1438.3
5624,1,41,1,5,2,2,3,0,28,2,0,2491.0
5625,0,58,0,0,3,2,4,0,46,4,2,1977.0
5626,0,33,0,2,2,2,4,0,24,2,3,1806.0
5627,1,38,0,3,2,2,4,0,22,3,3,1938.0
5628,1,42,0,4,4,1,4,0,36,2,3,3188.0
5629,1,44,0,2,3,2,4,0,29,1,2,2288.0
5630,1,44,0,1,2,3,4,0,32,3,3,1780.0
5631,1,47,0,2,0,1,5,0,42,3,3,2373.0
5632,0,41,1,4,5,1,3,0,37,2,2,23250.0
5633,0,47,1,3,5,2,0,0,36,3,4,34516.0
5634,1,48,1,5,2,1,3,0,42,3,3,12882.0
5635,1,54,1,3,6,1,2,0,39,3,4,6348.0
5636,1,59,0,1,2,3,4,0,36,1,3,2621.0
5637,0,33,0,2,5,3,1,0,22,2,2,1843.0
5638,1,44,0,4,0,2,4,0,31,3,2,3228.0
5639,1,43,0,4,2,2,1,0,35,2,2,2303.0
5640,1,42,1,2,6,2,3,0,30,2,1,29195.0
5641,0,41,0,2,2,1,1,0,36,2,4,2990.0
5642,1,55,0,3,3,2,1,0,42,3,2,2873.0
5643,1,50,1,0,4,1,3,0,36,1,3,28253.0
5644,1,53,0,3,2,1,5,0,45,1,3,1882.0
5645,1,33,1,2,3,1,3,0,23,2,2,1630.0
5646,1,51,1,2,6,2,3,0,36,1,2,4546.0
5647,1,58,0,2,3,2,5,0,46,2,2,2395.0
5648,0,45,1,3,3,3,3,0,36,3,2,3845.0
5649,1,56,0,3,2,2,4,0,36,2,2,2836.0
5650,0,44,0,2,3,2,4,0,31,3,3,1506.0
5651,1,48,0,5,2,2,4,0,38,3,2,1605.0
5652,0,53,1,1,3,2,3,0,36,2,2,11778.0
5653,1,55,0,1,3,1,4,0,36,1,1,2747.0
5654,1,49,1,3,0,1,2,0,39,3,3,2501.0
5655,1,64,1,1,2,2,4,0,52,3,2,2563.0
5656,0,47,1,3,5,2,2,0,36,2,4,1659.0
5657,1,56,0,2,5,1,5,0,43,3,2,3068.0
5658,1,60,0,0,0,0,4,0,50,3,2,3426.0
5659,0,59,0,1,2,2,4,0,49,3,4,3214.0
5660,0,50,1,2,2,1,3,0,31,3,3,12906.0
5661,0,59,0,1,2,2,5,0,49,4,6,8708.0
5662,0,52,1,2,6,1,3,0,41,4,3,7904.0
5663,1,48,0,2,1,0,5,0,37,2,0,4549.0
5664,0,46,0,3,0,1,4,0,36,2,2,1438.3
5665,1,49,0,3,3,1,4,0,36,1,3,4476.0
5666,1,44,0,3,0,0,5,0,38,3,2,2002.0
5667,1,40,1,4,3,1,3,0,21,2,3,11502.0
5668,0,44,1,4,1,1,0,0,39,3,2,7924.0
5669,1,39,1,1,2,2,0,0,28,2,2,16199.0
5670,1,43,1,2,5,0,3,0,34,3,2,1452.0
5671,0,37,0,3,3,2,5,0,18,1,3,2179.0
5672,0,35,1,3,1,1,3,0,30,3,4,13590.0
5673,0,31,0,1,6,2,4,0,20,1,2,1695.0
5674,1,53,0,4,2,1,4,0,46,3,3,4430.0
5675,1,49,0,3,2,1,4,0,35,3,3,2919.0
5676,1,49,0,2,2,1,4,0,39,3,3,2796.0
5677,0,41,0,2,2,1,4,0,31,3,3,2580.0
5678,1,43,1,1,3,2,2,0,31,3,2,2834.0
5679,1,44,0,3,6,0,4,0,24,1,2,2617.0
5680,1,48,0,4,2,2,4,0,41,3,2,1522.0
5681,0,41,1,4,2,3,1,3,32,2,4,16509.0
5682,0,40,1,4,3,3,1,0,32,2,3,7316.0
5683,1,44,0,2,5,2,5,0,37,1,2,7627.0
5684,1,44,1,3,6,1,1,0,36,2,3,9465.0
5685,1,48,1,3,0,1,4,0,36,1,2,8795.0
5686,0,40,1,2,6,2,2,0,27,2,3,12283.0
5687,1,34,0,2,0,2,4,0,20,2,3,2715.0
5688,1,44,0,3,6,1,5,0,25,1,3,19897.0
5689,1,44,0,2,5,2,4,0,36,2,2,2097.0
5690,1,41,0,2,2,2,4,0,30,2,2,3028.0
5691,1,34,0,2,0,2,4,0,22,2,0,1695.0
5692,0,41,0,3,2,1,4,0,33,3,5,1438.3
5693,1,37,0,1,2,2,4,0,28,3,3,1438.3
5694,0,55,1,2,6,0,0,0,50,4,3,24250.0
5695,1,49,0,2,2,2,5,0,38,3,3,5076.0
5696,1,40,0,2,2,2,5,0,27,2,3,4438.0
5697,1,36,0,3,0,2,4,0,36,2,3,1964.0
5698,1,53,0,0,3,2,4,0,44,1,1,1904.0
5699,1,46,0,1,2,1,1,0,26,3,0,2933.0
5700,1,55,0,0,2,2,5,0,44,1,3,18202.0
5701,1,47,1,5,2,1,3,3,36,3,1,34516.0
5702,1,52,0,3,2,1,4,0,44,5,3,2421.0
5703,1,44,0,2,1,0,4,0,34,1,2,2406.0
5704,1,51,0,2,3,2,1,0,37,1,1,2621.0
5705,1,34,0,0,6,1,4,0,26,3,1,2291.0
5706,1,46,0,4,3,3,1,0,38,2,0,3645.0
5707,1,37,0,2,2,2,1,0,24,3,1,3375.0
5708,1,47,1,3,6,2,0,0,42,3,2,8856.0
5709,1,36,0,5,6,2,4,0,24,1,1,2980.0
5710,1,47,1,3,5,2,2,0,36,3,2,17656.0
5711,0,57,0,2,5,2,4,0,50,0,3,2475.0
5712,1,46,0,4,3,2,4,0,33,2,2,3942.0
5713,1,57,0,1,2,2,4,0,36,2,3,1771.0
5714,0,45,0,3,2,0,5,0,37,2,6,17678.0
5715,1,50,1,1,2,1,0,0,43,5,3,20958.0
5716,1,53,0,4,2,2,4,0,46,1,2,4117.0
5717,1,43,0,2,2,2,1,3,39,1,2,18524.0
5718,1,36,1,4,4,1,4,0,26,1,1,2222.0
5719,1,56,0,2,0,1,4,0,46,3,3,3119.0
5720,1,46,1,3,0,1,1,0,34,1,2,1611.0
5721,0,53,0,1,2,0,4,0,44,3,3,4090.0
5722,1,55,1,0,6,2,2,0,36,3,3,1467.0
5723,1,52,0,1,2,1,1,0,46,1,2,2442.0
5724,0,53,0,1,3,1,1,0,44,3,3,1816.0
5725,1,40,0,3,3,2,4,0,27,3,3,1438.3
5726,1,42,1,4,2,2,2,0,35,3,1,14958.0
5727,0,43,0,2,2,1,5,0,25,2,4,21961.0
5728,1,40,0,3,5,2,4,0,30,1,2,1625.0
5729,1,49,0,0,4,1,4,0,36,3,3,3007.0
5730,1,47,1,3,6,1,0,0,28,2,2,11629.0
5731,0,42,0,2,2,3,4,0,32,3,3,1507.0
5732,1,45,0,3,3,2,5,0,36,1,2,3111.0
5733,1,60,1,1,2,2,1,0,54,3,3,1848.0
5734,0,44,0,1,2,2,1,0,38,2,5,4142.0
5735,1,46,1,4,3,2,3,0,36,1,2,1438.3
5736,1,45,0,4,5,2,4,0,39,2,3,2202.0
5737,1,42,1,4,2,1,2,0,36,2,3,3591.0
5738,0,49,1,3,0,1,0,0,43,3,3,4781.0
5739,1,58,0,0,6,1,4,0,36,3,3,3832.0
5740,1,53,1,3,3,1,0,0,44,2,0,9025.0
5741,1,44,1,2,5,2,1,0,28,1,2,11627.0
5742,1,61,0,1,0,1,5,0,46,2,2,5686.0
5743,1,49,0,1,6,1,4,0,40,1,3,2636.0
5744,1,37,0,4,3,2,4,0,36,2,3,1438.3
5745,1,43,0,5,3,2,4,0,33,2,2,4976.0
5746,1,38,0,3,3,2,5,0,24,3,3,13951.0
5747,1,44,1,4,3,2,2,0,40,3,2,14370.0
5748,1,60,1,1,3,2,1,3,49,2,2,21681.0
5749,1,59,0,0,4,2,1,0,40,3,3,2634.0
5750,1,37,0,2,3,2,1,0,27,1,2,2204.0
5751,1,48,0,1,6,3,1,0,36,1,3,2447.0
5752,1,60,0,0,6,2,5,0,36,3,2,3068.0
